nkd2007,naziv_opcine,oib,mbs,status,sud_id_nadlezan,sud_id_sluzba,postupak,ino_podruznica,stecajna_masa,likvidacijska_masa,datum_osnivanja,datum_brisanja,sud_id_brisanja,tvrtka_kod_brisanja,poslovni_broj_brisanja,mb,glavna_djelatnost,glavna_podruznica_rbr,mbs_brisanog_subjekta,sifra_zupanije,naziv_zupanije,sifra_opcine,sifra_naselja,naziv_naselja,sifra_ulice,ulica,kucni_broj,kucni_podbroj,drzava_id,naselje_van_sifrarnika,postanski_broj,ime,name,nkd2002,county,municip,size,owner_type,owner_source,cap_source,emp_hour,month_work,revenue_2021,revenue_2022,profit_2021,profit_2022,asset_2021,asset_2022,population_total,nkd2007_name
4110,Bilje,16230126572,30087679,1,3,3,1,0,0,0,2006-06-18T22:00:00Z,,,,,2092760,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,Zlatna Adria d.o.o.,ZLATNA ADRIA D.O.O.,70110,14,21,1,21,1,0,0,12,177715,208803,50022,98399,1057003,1019757,4772,41.10 Development of building projects
4110,Bilje,98886239106,30085804,1,3,3,1,0,0,0,2006-01-30T23:00:00Z,,,,,2033275,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040009,Ulica Šandora Petefija,76,,,,,ADRIA-BRILL d.o.o.,ADRIA BRILL D.O.O.,70110,14,21,1,21,1,0,0,12,745,552,-22191,-31277,547413,548334,4772,41.10 Development of building projects
4110,Erdut,78054966417,30087847,1,3,3,1,0,0,0,2006-07-06T22:00:00Z,,,,,2100037,,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010018,Željeznička,54,,,,,MANDIĆ d.o.o.,MANDIĆ D.O.O.,70110,14,110,1,21,1,100,0,12,67659,166275,19679,125859,454869,585447,5436,41.10 Development of building projects
4120,Bilje,68744075184,30046902,1,3,3,1,0,0,0,1997-03-18T23:00:00Z,,,,,1278304,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,73,,,,,HEBRON d.o.o.,HEBRON D.O.O.,45211,14,21,1,21,1,100,3,12,282246,322981,-120621,-208507,204142,219432,4772,41.20 Construction of residential and non-residential buildings
4120,Bilje,82399470385,30199215,1,3,3,1,0,0,0,2018-02-04T23:00:00Z,,,,,4856457,5610,,,14,Osječko-baranjska županija,213,67237,Vardarac,672370001,Ulica Adi Endre,6,,55,,,HITRO j.d.o.o.,HITRO J.D.O.O.,00000,14,21,1,21,1,100,5,12,575758,883839,10927,2343,304850,418486,4772,41.20 Construction of residential and non-residential buildings
4120,Bilje,95560375498,30101331,1,3,3,1,0,0,0,2008-12-11T23:00:00Z,,,,,2463547,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,TRESZNER d.o.o.,TRESZNER D.O.O.,45211,14,21,1,21,1,0,1,12,1383881,10424120,35944,3341042,1091695,3999936,4772,41.20 Construction of residential and non-residential buildings
4120,Draž,28428369725,30113086,1,3,3,1,0,0,0,2011-02-27T23:00:00Z,,,,,2734826,4120,,,14,Osječko-baranjska županija,914,14770,Draž,147700001,Braće Radić,55,,55,,,HABIB-ING d.o.o.,HABIB-ING D.O.O.,45211,14,91,1,21,1,100,6,12,2260472,2642660,303465,400707,1757815,1882317,1949,41.20 Construction of residential and non-residential buildings
4120,Draž,60211179323,30248639,1,3,3,1,0,0,0,2021-07-21T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,1589,Batina,15890020,Vladimira Nazora,34,,,,,Pannon Project d.o.o.,PANNON PROJECT D.O.O.,00000,14,91,1,21,1,0,0,12,470306,4704112,-150081,233422,673891,1934492,1949,41.20 Construction of residential and non-residential buildings
4120,Erdut,07441038819,30170795,1,3,3,1,0,0,0,2016-03-03T23:00:00Z,,,,,4511751,4120,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010029,Milutina Milankovića,20,,,,,ZLATNI PRAG j.d.o.o.,ZLATNI PRAG J.D.O.O.,45211,14,110,1,21,1,100,4,12,349665,361570,38386,2408,78555,104471,5436,41.20 Construction of residential and non-residential buildings
4120,Erdut,12342904172,30251886,1,3,3,1,0,0,0,2021-10-12T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970025,Zlatka Takača,2,,,,,Tišma Gradnja d.o.o.,TIŠMA GRADNJA D.O.O.,00000,14,110,1,21,1,100,0,12,,466738,-6954,-316110,75150,209365,5436,41.20 Construction of residential and non-residential buildings
4120,Erdut,49513084188,30171048,1,3,3,1,0,0,0,2016-03-09T23:00:00Z,,,,,4516117,4120,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010018,Željeznička,58,,55,,,ALBA MONTIS d.o.o.,ALBA MONTIS D.O.O.,45211,14,110,1,21,1,100,6,12,752135,1247653,20528,25131,200719,290854,5436,41.20 Construction of residential and non-residential buildings
4120,Erdut,54637793111,30103162,1,3,3,1,0,0,0,2009-04-14T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080032,Marijana Matijaševića,11,,55,,,JARAM d.o.o.,JARAM D.O.O.,45211,14,110,1,21,1,100,10,12,2769692,2342632,57733,26834,1585735,1359293,5436,41.20 Construction of residential and non-residential buildings
4120,Kneževi Vinogradi,34138076138,30215420,1,3,3,1,0,0,0,2019-02-27T23:00:00Z,,,,,5059399,4120,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310003,Vašarište,18,,,,,GRAĐEVINARSTVO D & D d.o.o.,GRAĐEVINARSTVO D&D D.O.O,00000,14,195,1,21,1,100,7,12,2876179,3078229,566624,-168374,1280807,1441255,3357,41.20 Construction of residential and non-residential buildings
4120,Kneževi Vinogradi,43278279596,30170529,1,3,3,1,0,0,0,2016-02-28T23:00:00Z,,,,,4511719,4120,,,14,Osječko-baranjska županija,1953,61743,Suza,617430002,Maršala Tita,2,J,55,,,R.A. d.o.o.,R.A.D.O.O,45211,14,195,1,21,1,100,2,12,232445,205838,14745,3090,50347,53676,3357,41.20 Construction of residential and non-residential buildings
4120,Kneževi Vinogradi,60361902855,30216772,1,3,3,1,0,0,0,2019-04-01T22:00:00Z,,,,,5077222,4120,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310005,Petefi Šandora,99,,,,,DENIS j.d.o.o.,DENIS J.D.O.O,00000,14,195,1,21,1,100,2,12,198000,201000,15363,6009,69166,71934,3357,41.20 Construction of residential and non-residential buildings
4120,Kneževi Vinogradi,97636496456,30251312,1,3,3,1,0,0,0,2021-09-30T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580004,Petefi Šandora,60,,,,,D&D EDITION j.d.o.o.,D&D EDITION J.D.O.O.,00000,14,195,1,21,1,100,1,12,107909,162350,26656,-39895,61600,32387,3357,41.20 Construction of residential and non-residential buildings
4321,Bilje,27322990668,30098234,1,3,3,1,0,0,0,2008-06-01T22:00:00Z,,,,,2386470,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250002,Dubrovačka ulica,41,,55,,,HIPERION d.o.o.,HIPERION DOO,45310,14,21,1,21,1,100,0,12,,,-4964,-17549,168823,151274,4772,43.21 Electrical installation
4321,Bilje,34956303526,30257131,1,3,3,1,0,0,0,2022-02-23T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250010,Ulica kneza Branimira,34,,,,31327,Elektrozik j.d.o.o.,ELEKTROZIK J.D.O.O.,00000,14,21,1,21,1,100,0,10,,151061,,22484,,66747,4772,43.21 Electrical installation
4321,Erdut,50413048595,30260442,1,3,3,1,0,0,0,2022-05-09T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970021,Mije Džanka - Baje,22,,,,,BAU inženjering d.o.o.,BAU INŽENJERING D.O.O.,00000,14,110,1,21,1,100,0,8,,152625,,-85,,98864,5436,43.21 Electrical installation
4322,Bilje,95975621751,30110211,1,3,3,1,0,0,0,2010-09-29T22:00:00Z,,,,,2686007,4322,,,14,Osječko-baranjska županija,213,2925,Bilje,29250033,Ulica Josipa Jurja Strossmayera,9,D,55,,,ŠREMPF d.o.o.,ŠREMPF D.O.O.,45330,14,21,1,21,1,100,5,12,663122,695986,-28128,-16837,174274,91325,4772,"43.22 Plumbing, heat and air-conditioning installation"
4322,Erdut,35749101723,30166967,1,3,3,1,0,0,0,2015-11-24T23:00:00Z,,,,,4463064,4322,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080007,Zlatna,71,,,,,TehnoNAT j.d.o.o.,TEHNONAT J.D.O.O.,45330,14,110,1,21,1,100,0,12,61500,226650,27677,151704,138458,329141,5436,"43.22 Plumbing, heat and air-conditioning installation"
4332,Bilje,20921750892,30264462,1,3,3,1,0,0,0,2022-08-28T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250003,Školska ulica,51,,,,,KOPA-D MONT j.d.o.o.,KOPA-D MONT J.D.O.O.,00000,14,21,1,21,1,100,0,5,,70073,,1218,,237849,4772,43.32 Joinery installation
4333,Bilje,98427347853,30094356,1,3,3,2,0,0,0,2007-10-14T22:00:00Z,,,,,2285215,4333,,,14,Osječko-baranjska županija,213,2925,Bilje,29250036,Ulica hrvatskih branitelja,51,,55,,,T.O.D. OS d.o.o. u stečaju,T.O.D. OS D.O.O. ZA GRAĐENJE I USLUGE,45430,14,21,2,21,1,100,15,12,4857030,1993607,624938,-575903,2679556,721972,4772,43.33 Floor and wall covering
4333,Erdut,60257199244,30107475,1,3,3,1,0,0,0,2010-03-10T23:00:00Z,,,,,2622289,4333,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460017,Ivana Horvata - Bećara,16,A,55,,,INFLO d.o.o.,INFLO D.O.O.,45430,14,110,1,21,1,100,5,12,955343,1158777,-114044,14282,588085,670822,5436,43.33 Floor and wall covering
4333,Erdut,89057004607,30095898,1,3,3,1,0,0,0,2008-01-17T23:00:00Z,,,,,2332272,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970016,Kardinala Alojzija Stepinca,25,,,,,MÜLLER MONT d.o.o.,MULLER MONT D.O.O.,45430,14,110,1,21,1,100,10,12,2518452,4532415,-18126,1161122,4006802,4217932,5436,43.33 Floor and wall covering
4334,Erdut,88482769777,30263599,1,3,3,1,0,0,0,2022-08-08T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080023,Rudina Lipin dol,79,,55,,,UREDNO j.d.o.o.,UREDNO J.D.O.O.,00000,14,110,1,21,1,100,0,5,,195745,,4790,,158804,5436,43.34 Painting and glazing
4334,Kneževi Vinogradi,13717077248,30265342,1,3,3,1,0,0,0,2022-09-15T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310011,Adi Endre,6,,,,,ELYSIAN CRAFT j.d.o.o.,ELYSIAN CRAFT J.D.O.O.,00000,14,195,1,21,1,100,0,4,,49770,,17502,,159196,3357,43.34 Painting and glazing
4339,Bilje,73268138948,30265166,1,3,3,1,0,0,0,2022-09-13T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250041,Beljska ulica,1,,,,31327,Stanušić Inn j. d. o. o.,STANUŠIĆ INN J.D.O.O.,00000,14,21,1,21,1,100,0,4,,37750,,10702,,134280,4772,43.39 Other building completion and finishing
4391,Bilje,71169772159,30176382,1,3,3,1,0,0,0,2016-07-28T22:00:00Z,,,,,4582829,4391,,,14,Osječko-baranjska županija,213,2925,Bilje,29250016,Ulica Hrvatske vojske,11,,,,,LASTA-MONT j.d.o.o.,LASTA- MONT J.D.O.O.,45220,14,21,1,21,1,100,3,12,692019,633683,18730,1915,110208,136282,4772,43.91 Roofing activities
4391,Bilje,79982251411,30143004,1,3,3,1,0,0,0,2014-02-18T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040004,Ulica Lajoša Košuta,9,A,,,,TOT-LML j.d.o.o.,TOT-LML J.D.O.O.,45220,14,21,1,21,1,100,1,12,423089,257054,79564,-93719,241482,257453,4772,43.91 Roofing activities
4511,Bilje,92759323141,30261861,1,3,3,1,0,0,0,2022-06-14T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250015,Blatna ulica,48,A,55,,,BUBA AUTO d.o.o.,BUBA AUTO D.O.O.,00000,14,21,1,21,1,100,0,7,,416107,,-11045,,487861,4772,45.11 Sale of cars and light motor vehicles
4511,Kneževi Vinogradi,12802687875,30260872,1,3,3,1,0,0,0,2022-05-18T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580004,Petefi Šandora,4,B,,,31315,MK automobili d. o. o.,MK AUTOMOBILI D.O.O,00000,14,195,2,21,1,100,0,8,,4557014,,101072,,3264308,3357,45.11 Sale of cars and light motor vehicles
4520,Bilje,99498290777,30087050,1,3,3,1,0,0,0,2006-04-20T22:00:00Z,,,,,2069369,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,92,A,55,,,AUTO CENTAR KOVAČEVIĆ d.o.o.,AUTO CENTAR KOVAČEVIĆ D.O.O.,50200,14,21,1,21,1,100,7,12,3685398,4291125,24156,134508,2620730,3243442,4772,45.20 Maintenance and repair of motor vehicles
4520,Kneževi Vinogradi,65491131798,30176462,1,3,3,1,0,0,0,2016-08-01T22:00:00Z,,,,,4583582,4520,,,14,Osječko-baranjska županija,1953,61743,Suza,617430002,Maršala Tita,101,,,,,VASO j.d.o.o.,VASO J.D.O.O.,50200,14,195,1,21,1,100,2,12,94681,6286739,-90494,-10233,15058,192287,3357,45.20 Maintenance and repair of motor vehicles
4532,Bilje,89194657352,30235950,1,3,3,1,0,0,0,2020-09-21T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,73,,55,,,AUTO CENTAR BIMMER d.o.o.,AUTO CENTAR BIMMER D.O.O.,00000,14,21,1,21,1,100,1,12,2427470,4085563,132727,304955,716662,1674463,4772,45.32 Retail trade of motor vehicle parts and accessories
4532,Kneževi Vinogradi,35569472949,30056641,1,3,3,1,0,0,0,1997-11-20T23:00:00Z,,,,,1344595,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,108,,,,,ZUNDANOVIĆ d.o.o.,ZUNDANOVIĆ D.O.O.,50302,14,195,1,21,1,100,1,12,,1438,2578,579,140748,141319,3357,45.32 Retail trade of motor vehicle parts and accessories
4619,Bilje,69304286839,30219529,1,3,3,1,0,0,0,2019-06-12T22:00:00Z,,,,,5120918,4619,,,14,Osječko-baranjska županija,213,2925,Bilje,29250004,Ulica kralja Zvonimira,61,,,,,3 N d.o.o.,3 N D.O.O.,00000,14,21,1,21,1,0,0,12,1095034,554494,93981,41148,364567,300687,4772,46.19 Agents involved in the sale of a variety of goods
4621,Bilje,04133400352,30262284,1,3,3,1,0,0,0,2022-06-27T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,67237,Vardarac,672370011,Ulica Šandora Petefija,123,,,,,GOSPODARSTVO BENO d.o.o.,GOSPODARSTVO BENO D.O.O.,00000,14,21,1,21,1,100,0,6,,10000,,4057,,29759,4772,"46.21 Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
4621,Bilje,60901711714,30262292,1,3,3,1,0,0,0,2022-06-27T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,67237,Vardarac,672370011,Ulica Šandora Petefija,123,,,,,BENO d.o.o.,BENO D.O.O.,00000,14,21,1,21,1,100,0,6,,252384,,23026,,319187,4772,"46.21 Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
4621,Kneževi Vinogradi,26464782793,30184892,1,3,3,1,0,0,0,2017-03-06T23:00:00Z,,,,,4687132,4621,,,14,Osječko-baranjska županija,1953,61743,Suza,617430005,Košut Lajoša,66,,,,,ISTERSEED d.o.o.,ISTERSEED D.O.O.,51210,14,195,1,21,1,100,0,12,,,-1152,-693,14661,13968,3357,"46.21 Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
4622,Bilje,18739657589,30090336,1,3,3,1,0,0,0,2007-01-18T23:00:00Z,,,,,2170850,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040009,Ulica Šandora Petefija,80,,,,,FLORA NOVA d.o.o.,FLORA NOVA D.O.O,51220,14,21,1,21,1,0,2,12,1812096,1826140,-163775,-56351,2627726,2497199,4772,46.22 Wholesale of flowers and plants
4638,Bilje,44536217882,30227152,1,3,3,1,0,0,0,2019-11-26T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,67237,Vardarac,672370006,Školska ulica,1,,,,,ČIZLI j.d.o.o.,ČIZLI J.D.O.O.,00000,14,21,1,21,1,100,2,12,1305082,1734743,18453,14225,215572,407973,4772,"46.38 Wholesale of other food, including fish, crustaceans and molluscs"
4639,Kneževi Vinogradi,43740848210,30243950,1,3,3,1,0,0,0,2021-04-05T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,61743,Suza,617430005,Košut Lajoša,10,,,,,Matijević Delikatese d.o.o.,MATIJEVIĆ DELIKATESE D.O.O.,00000,14,195,1,21,1,100,0,12,53796,254780,3692,2263,44284,110263,3357,"46.39 Non-specialised wholesale of food, beverages and tobacco"
4641,Erdut,80279678372,30087935,1,3,3,1,0,0,0,2006-07-16T22:00:00Z,,,,,2101076,,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010010,Vladimira Nazora,26,,,,,NEŠKOVIĆ d.o.o.,NEŠKOVIĆ D.O.O.,51410,14,110,1,21,1,100,11,12,3298676,3210243,59782,23527,2512034,2484050,5436,46.41 Wholesale of textiles
4643,Kneževi Vinogradi,58168663318,30072621,1,3,3,1,0,0,0,2002-04-14T22:00:00Z,,,,,1634259,4643,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,,Planina,8,,55,,,KRONOS d.o.o.,KRONOS D.O.O.,51430,14,195,2,21,1,100,13,12,3885863,3509696,159355,42651,12973199,12668640,3357,46.43 Wholesale of electrical household appliances
4646,Kneževi Vinogradi,18006895645,30175496,1,3,3,1,0,0,0,2016-06-28T22:00:00Z,,,,,4573781,4646,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970025,Put lipa,1,,55,,,MEDO PHARM d.o.o.,MEDO PHARM D.O.O.,51460,14,195,1,21,1,100,1,12,1969053,3417041,134371,157773,5239724,4134292,3357,46.46 Wholesale of pharmaceutical goods
4673,Bilje,54064715419,30200840,1,3,3,1,0,0,0,2018-03-12T23:00:00Z,,,,,4879490,4673,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040004,Ulica Lajoša Košuta,10,,,,,HUBAG d.o.o.,HUBAG D.O.O.,00000,14,21,1,21,1,100,1,12,549803,241317,5272,3834,1937537,1812514,4772,"46.73 Wholesale of wood, construction materials and sanitary equipment"
4690,Bilje,04132576201,30239726,1,3,3,1,0,0,0,2020-12-06T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,TakiHome d.o.o.,TAKIHOME D.O.O.,00000,14,13,1,21,1,0,0,12,933295,60964,8175,14478,1796037,1725774,4772,46.90 Non-specialised wholesale trade
4690,Bilje,18744961711,30225235,1,3,3,1,0,0,0,2019-11-06T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250028,Ulica Miroslava Krleže,1,,,,,MARANAKO d.o.o.,MARANAKO D.O.O. ZA TRGOVINU I USLUGE,00000,14,21,1,21,1,100,0,12,38256,74108,4619,18356,48018,37755,4772,46.90 Non-specialised wholesale trade
4690,Bilje,20186365210,30198634,1,3,3,1,0,0,0,2018-01-24T23:00:00Z,,,,,4850297,4690,,,14,Osječko-baranjska županija,213,2925,Bilje,29250002,Dubrovačka ulica,13,,,,,HIT-EXPORT j.d.o.o.,HIT-EXPORT J.D.O.O.,00000,14,21,1,21,1,100,1,12,626721,274180,68719,-142056,167482,87298,4772,46.90 Non-specialised wholesale trade
4690,Bilje,66175070038,30258736,1,3,3,1,0,0,0,2022-04-03T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040007,Ribarska ulica,3,A,,,,MAGRAM d.o.o.,MAGRAM D.O.O.,00000,14,21,1,21,1,0,0,9,,55394,,5458,,49398,4772,46.90 Non-specialised wholesale trade
4690,Bilje,68026721972,30169551,1,3,3,1,0,0,0,2016-02-14T23:00:00Z,,,,,4501446,4690,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,SANSA MACHINE d.o.o.,SANSA MACHINE D.O.O.,51900,14,312,1,21,1,0,0,12,1732813,1704429,40265,17481,187691,89171,4772,46.90 Non-specialised wholesale trade
4690,Bilje,76295121330,30029895,1,3,3,1,0,0,0,,,,,,858668,4690,,,14,Osječko-baranjska županija,213,2925,Bilje,29250010,Ulica kneza Branimira,28,,55,,,PROKOPEC-TRADE d.o.o.,PROKOPEC-TRADE D.O.O.,51900,14,21,1,21,1,100,5,12,1964969,2563658,44639,183094,670986,896868,4772,46.90 Non-specialised wholesale trade
4690,Bilje,88784334797,30162344,1,3,3,1,0,0,0,2015-07-19T22:00:00Z,,,,,4413083,4690,,,14,Osječko-baranjska županija,213,2925,Bilje,29250034,Vinogradska ulica,7,A,,,,Himera - inženjering i trgovina d.o.o.,HIMERA – INŽENJERING I TRGOVINA D.O.O.,51900,14,21,2,21,1,100,8,12,11323362,13014769,579442,666633,5462838,6569873,4772,46.90 Non-specialised wholesale trade
4690,Bilje,97663370927,30258664,1,3,3,1,0,0,0,2022-03-30T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250024,Ribarska ulica,29,,,,,BILJE-DRVO j.d.o.o.,BILJE-DRVO J.D.O.O. ZA TRGOVINU,00000,14,21,1,21,1,100,0,9,,34805,,624,,16441,4772,46.90 Non-specialised wholesale trade
4690,Draž,30029287410,30000081,1,3,3,1,0,0,0,1995-05-18T22:00:00Z,,,,,1096532,,,,14,Osječko-baranjska županija,914,14770,Draž,147700008,Ive Lole Ribara,15,,,,,Gujčić d.o.o.,GUJČIĆ D.O.O.,51900,14,91,2,21,1,100,10,12,4140995,3706790,267234,25337,2730526,2666017,1949,46.90 Non-specialised wholesale trade
4690,Erdut,53180559017,30214050,1,3,3,1,0,0,0,2019-01-21T23:00:00Z,,,,,5037654,4690,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970023,Stjepana Pavića,30,,,,,BAŽI j.d.o.o.,BAŽI J.D.O.O.,00000,14,312,1,21,1,0,0,12,70183,13513485,7,-76657,428410,11573927,5436,46.90 Non-specialised wholesale trade
4690,Kneževi Vinogradi,14810310373,30080890,1,3,3,1,0,0,0,2004-10-11T22:00:00Z,,,,,1873881,,,,14,Osječko-baranjska županija,1953,61743,Suza,617430002,Maršala Tita,100,,55,,,ZKI-SJEME d.o.o.,ZKI SJEME D.O.O.,51900,14,195,1,21,1,100,5,12,4028942,6682990,293459,624086,3222600,4659657,3357,46.90 Non-specialised wholesale trade
4711,Erdut,13483783914,30066408,1,3,3,1,0,0,0,1999-12-13T23:00:00Z,,,,,1473930,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970032,Ruđera Boškovića,4,a,,,,ANTUN PUTNIK d.o.o.,ANTUN PUTNIK DOO DALJ,52110,14,110,1,21,1,100,2,12,1711424,1756547,11404,5942,466521,548698,5436,"47.11 Retail sale in non-specialised stores with food, beverages or tobacco predominating"
4719,Draž,15959017978,30046373,1,3,3,1,0,0,0,,,,,,457710,,,,14,Osječko-baranjska županija,914,14770,Draž,147700009,Planinska,80,A,55,,,EUROFORS d.o.o.,EUROFORS D.O.O.,52120,14,91,1,21,1,100,1,12,293795,237367,932,46902,387212,385824,1949,47.19 Other retail sale in non-specialised stores
4719,Draž,67091284267,30155072,1,3,3,1,0,0,0,2015-01-15T23:00:00Z,,,,,4324714,4719,,,14,Osječko-baranjska županija,914,1589,Batina,15890020,Vladimira Nazora,82,,55,,,Puls Direkt d.o.o.,PULS DIREKT D.O.O.,52120,14,312,1,21,1,0,0,12,38225,1483,-53313,-216352,220231,3962,1949,47.19 Other retail sale in non-specialised stores
4741,Bilje,68489969413,30251941,1,3,3,1,0,0,0,2021-10-13T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,10,A,,,,HOUSE OF FUN j.d.o.o.,HOUSE OF FUN J.D.O.O.,00000,14,21,1,21,1,100,1,12,20766,348691,-20737,37647,53612,109638,4772,"47.41 Retail sale of computers, peripheral units and software in specialised stores"
4752,Bilje,37721358964,30146027,1,3,3,1,0,0,0,2014-04-28T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,8,A,55,,,ŽELJE-ZAR d.o.o.,ŽELJE-ZAR D.O.O.,00000,14,21,1,21,1,0,0,12,306,,-5588,-1412,65978,11030,4772,"47.52 Retail sale of hardware, paints and glass in specialised stores"
4752,Bilje,53596201665,30203627,1,3,3,1,0,0,0,2018-05-02T22:00:00Z,,,,,4910656,4752,,,14,Osječko-baranjska županija,213,2925,Bilje,29250029,Savska ulica,14,,,,,BENE j.d.o.o.,BENE J.D.O.O.,00000,14,21,1,21,1,100,1,12,949603,1497033,34790,187033,141996,321890,4772,"47.52 Retail sale of hardware, paints and glass in specialised stores"
4752,Kneževi Vinogradi,85302237000,30219344,1,3,3,1,0,0,0,2019-06-16T22:00:00Z,,,,,5121540,4752,,,14,Osječko-baranjska županija,1953,61743,Suza,617430002,Maršala Tita,101,,,,,HIMEX d.o.o.,HIMEX D.O.O.,00000,14,195,1,21,1,0,1,12,631348,403403,241057,32937,465511,651060,3357,"47.52 Retail sale of hardware, paints and glass in specialised stores"
4776,Bilje,80575223189,30118025,1,3,3,1,0,0,0,2011-12-13T23:00:00Z,,,,,2829355,4776,,,14,Osječko-baranjska županija,213,2925,Bilje,29250032,Vatrogasna ulica,1,,55,,,GELIĆ d.o.o.,GELIĆ D.O.O.,52485,14,21,1,21,1,100,5,12,1033959,653651,226243,2357,448335,793362,4772,"47.76 Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
4778,Bilje,26737851694,30075659,1,3,3,1,0,0,0,2003-03-23T23:00:00Z,,,,,1711881,4778,,,14,Osječko-baranjska županija,213,2925,Bilje,29250015,Blatna ulica,48,,55,,,MOTO-NAUTIKA d.o.o.,MOTO-NAUTIKA D.O.O.,52487,14,21,1,21,1,100,5,12,2362495,1689573,266053,155917,1617381,3664981,4772,47.78 Other retail sale of new goods in specialised stores
4791,Bilje,93978394465,30192611,1,3,3,1,0,0,0,2017-09-05T22:00:00Z,,,,,4777212,4791,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,70,,,,,Radkappenwelt d.o.o.,RADKAPPENWELT D.O.O.,52630,14,21,1,21,1,100,0,12,,,-765,-1375,3,3,4772,47.91 Retail sale via mail order houses or via Internet
4791,Bilje,94576265825,30179840,1,3,3,1,0,0,0,2016-11-01T23:00:00Z,,,,,4621808,4791,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,190,,,,,LAS CARP j.d.o.o.,LAS CARP J.D.O.O.,52610,14,21,1,21,1,100,0,12,174750,223544,24059,46183,131318,193981,4772,47.91 Retail sale via mail order houses or via Internet
